secid,date,symbol,symbol_flag,exdate,last_date,cp_flag,strike_price,best_bid,best_offer,volume,open_interest,impl_volatility,delta,gamma,vega,theta,optionid,cfadj,am_settlement,contract_size,ss_flag,forward_price,expiry_indicator,root,suffix,cusip,ticker,sic,index_flag,exchange_d,class,issue_type,industry_group,issuer,div_convention,exercise_style,am_set_flag
108105,2023-02-28,SPX 230421C6600000,1,2023-04-21,2022-10-19,C,6600000,0,0.05,0,80,0.372091,0.000188,1E-6,1.063216,-1.436459,146016221,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421C6800000,1,2023-04-21,2022-05-26,C,6800000,0,0.05,0,1,0.392335,0.000179,1E-6,1.016097,-1.446297,146016222,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421C7000000,1,2023-04-21,,C,7000000,0,0.05,0,0,0.411901,0.000172,1E-6,0.974694,-1.455507,146016223,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421C7200000,1,2023-04-21,2022-05-11,C,7200000,0,0.05,0,1,0.430832,0.000165,1E-6,0.937991,-1.464151,146016224,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421C7400000,1,2023-04-21,2022-07-14,C,7400000,0,0.05,0,10,0.44917,0.000159,1E-6,0.905213,-1.472303,146016225,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421C800000,1,2023-04-21,2022-10-11,C,800000,3171.8,3178.2,0,0,2.01886,0.992013,6E-6,25.60825,-164.4488,146016226,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P1000000,1,2023-04-21,2023-02-16,P,1000000,0,0.05,0,7939,1.017281,-0.000065,0,0.390393,-1.412553,146016227,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P1200000,1,2023-04-21,2023-02-28,P,1200000,0,0.1,30,2966,0.927005,-0.000137,0,0.790051,-2.602725,146016228,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P1400000,1,2023-04-21,2023-02-17,P,1400000,0.05,0.2,0,1532,0.866903,-0.000347,1E-6,1.880419,-5.787712,146016229,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P1500000,1,2023-04-21,2023-02-23,P,1500000,0.1,0.2,0,5434,0.823361,-0.000434,1E-6,2.312409,-6.756389,149952081,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P1600000,1,2023-04-21,2023-02-24,P,1600000,0.1,0.2,0,3095,0.771106,-0.000464,1E-6,2.458574,-6.723866,146016230,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P1700000,1,2023-04-21,2023-02-27,P,1700000,0.15,0.25,0,2235,0.739048,-0.000633,2E-6,3.278236,-8.587774,149816851,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P1800000,1,2023-04-21,2023-02-28,P,1800000,0.15,0.3,50,2650,0.698604,-0.000747,2E-6,3.820374,-9.45429,146016231,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P1900000,1,2023-04-21,2023-02-24,P,1900000,0.25,0.35,0,17535,0.669897,-0.001017,3E-6,5.076262,-12.03784,146016232,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P200000,1,2023-04-21,2022-09-15,P,200000,0,0.05,0,458,2.214226,-0.000028,0,0.176329,-1.392822,146016233,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P2000000,1,2023-04-21,2023-02-28,P,2000000,0.25,0.35,2500,9804,0.626026,-0.001088,4E-6,5.398316,-11.95419,146016234,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P2100000,1,2023-04-21,2023-02-27,P,2100000,0.35,0.4,0,11862,0.596203,-0.001404,5E-6,6.816031,-14.36288,146016235,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P2200000,1,2023-04-21,2023-02-28,P,2200000,0.4,0.55,2,8578,0.56813,-0.001831,7E-6,8.68367,-17.42126,146016236,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P2300000,1,2023-04-21,2023-02-28,P,2300000,0.55,0.65,7,9257,0.540779,-0.002383,9E-6,11.02749,-21.0376,146016237,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P2400000,1,2023-04-21,2023-02-28,P,2400000,0.65,0.75,207,14136,0.50991,-0.002907,0.000012,13.19586,-23.711,146016238,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P2450000,1,2023-04-21,2023-02-28,P,2450000,0.75,0.85,501,8655,0.497741,-0.003363,0.000014,15.04644,-26.37528,151599809,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P2500000,1,2023-04-21,2023-02-28,P,2500000,0.85,0.9,610,14192,0.483385,-0.003755,0.000016,16.61207,-28.26175,146016239,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P2550000,1,2023-04-21,2023-02-28,P,2550000,0.95,1.05,1301,3044,0.471474,-0.004346,0.000018,18.93139,-31.3929,151599810,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P2600000,1,2023-04-21,2023-02-28,P,2600000,1.05,1.15,21,12698,0.457661,-0.004878,0.000021,20.98583,-33.75574,146016240,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P2650000,1,2023-04-21,2023-02-28,P,2650000,1.2,1.3,15,3176,0.445654,-0.00562,0.000024,23.8066,-37.25985,146016241,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P2700000,1,2023-04-21,2023-02-28,P,2700000,1.3,1.4,1152,7766,0.431073,-0.006222,0.000027,26.05207,-39.4074,146016242,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P2750000,1,2023-04-21,2023-02-28,P,2750000,1.5,1.6,6,6496,0.419747,-0.007233,0.000032,29.75863,-43.79309,146016243,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P2800000,1,2023-04-21,2023-02-28,P,2800000,1.65,1.75,1263,21805,0.406098,-0.008113,0.000037,32.92512,-46.83257,146016244,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P2825000,1,2023-04-21,2023-02-27,P,2825000,1.75,1.85,0,1805,0.399858,-0.008669,0.00004,34.8965,-48.84942,150472383,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P2850000,1,2023-04-21,2023-02-28,P,2850000,1.85,1.95,1582,12636,0.393466,-0.009241,0.000043,36.90761,-50.81221,146016245,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P2875000,1,2023-04-21,2023-02-28,P,2875000,1.95,2.05,187,1634,0.386939,-0.009832,0.000046,38.96186,-52.72166,150042920,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P2900000,1,2023-04-21,2023-02-28,P,2900000,2.05,2.15,91,8698,0.380288,-0.010442,0.000049,41.06271,-54.57821,146016246,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P2925000,1,2023-04-21,2023-02-28,P,2925000,2.15,2.3,22,1308,0.374101,-0.011169,0.000053,43.54172,-56.89805,149969769,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P2950000,1,2023-04-21,2023-02-27,P,2950000,2.3,2.4,0,3888,0.367753,-0.01192,0.000057,46.07316,-59.14773,146016247,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P2975000,1,2023-04-21,2023-02-28,P,2975000,2.45,2.55,11,972,0.36177,-0.012794,0.000061,48.9858,-61.82413,149952082,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3000000,1,2023-04-21,2023-02-28,P,3000000,2.55,2.65,320,19077,0.35463,-0.0135,0.000066,51.31255,-63.43905,146016248,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3025000,1,2023-04-21,2023-02-27,P,3025000,2.7,2.8,0,6200,0.348341,-0.014433,0.000071,54.35326,-65.96005,146016249,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3050000,1,2023-04-21,2023-02-27,P,3050000,2.9,3,0,4973,0.342758,-0.015598,0.000077,58.10368,-69.33048,146016250,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3075000,1,2023-04-21,2023-02-28,P,3075000,3,3.2,67,2518,0.336119,-0.016601,0.000083,61.29051,-71.66032,146016251,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3100000,1,2023-04-21,2023-02-28,P,3100000,3.2,3.4,65,15536,0.33012,-0.017844,0.00009,65.19284,-74.80158,146016252,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3125000,1,2023-04-21,2023-02-28,P,3125000,3.4,3.6,1,2517,0.323918,-0.019133,0.000097,69.18114,-77.81946,146016253,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3150000,1,2023-04-21,2023-02-28,P,3150000,3.6,3.8,58,7710,0.31753,-0.020471,0.000105,73.26496,-80.71465,146016254,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3170000,1,2023-04-21,2023-02-28,P,3170000,3.8,4,40,587,0.312817,-0.021743,0.000112,77.0993,-83.6151,150660378,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3175000,1,2023-04-21,2023-02-24,P,3175000,3.8,4,0,2719,0.310972,-0.021862,0.000113,77.45417,-83.48724,146016255,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3180000,1,2023-04-21,2023-02-27,P,3180000,3.9,4.1,0,374,0.310404,-0.022393,0.000116,79.041,-85.02643,150660379,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3190000,1,2023-04-21,2023-02-27,P,3190000,4,4.2,0,1552,0.307956,-0.023054,0.000119,81.00017,-86.41193,150660380,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3200000,1,2023-04-21,2023-02-28,P,3200000,4.1,4.3,222,16974,0.305472,-0.023724,0.000123,82.97764,-87.77166,146016256,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3210000,1,2023-04-21,2023-02-27,P,3210000,4.2,4.4,0,604,0.302956,-0.024405,0.000127,84.97427,-89.10564,150472384,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3220000,1,2023-04-21,2023-02-28,P,3220000,4.3,4.5,29,157,0.300407,-0.025097,0.000131,86.99092,-90.41386,150472385,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3225000,1,2023-04-21,2023-02-28,P,3225000,4.4,4.6,17,1062,0.299687,-0.025654,0.000134,88.60547,-91.85227,146016257,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3230000,1,2023-04-21,2023-02-28,P,3230000,4.4,4.6,54,2115,0.297827,-0.025801,0.000136,89.02839,-91.69622,150472386,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3240000,1,2023-04-21,2023-02-28,P,3240000,4.6,4.8,500,4815,0.296307,-0.026931,0.000141,92.27558,-94.5155,150472387,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3250000,1,2023-04-21,2023-02-27,P,3250000,4.7,4.9,0,7615,0.293643,-0.02766,0.000146,94.35411,-95.73114,146016258,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3260000,1,2023-04-21,2023-02-23,P,3260000,4.8,5,0,2844,0.290952,-0.028402,0.000151,96.4565,-96.92096,150472388,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3270000,1,2023-04-21,2023-02-27,P,3270000,5,5.2,0,191,0.289242,-0.029572,0.000157,99.74942,-99.59463,150472389,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3275000,1,2023-04-21,2023-02-28,P,3275000,5,5.3,25,1949,0.287862,-0.029956,0.000159,100.8213,-100.1596,146016259,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3280000,1,2023-04-21,2023-02-24,P,3280000,5.1,5.3,0,171,0.286476,-0.030343,0.000162,101.8997,-100.718,150472390,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3290000,1,2023-04-21,2023-02-28,P,3290000,5.3,5.5,50,524,0.284641,-0.031544,0.000168,105.2258,-103.2888,150472391,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3300000,1,2023-04-21,2023-02-28,P,3300000,5.4,5.7,153,12193,0.28227,-0.032553,0.000174,107.998,-105.0727,146016260,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3310000,1,2023-04-21,2023-02-28,P,3310000,5.6,5.9,2,925,0.280305,-0.033787,0.00018,111.3574,-107.5313,150472392,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3320000,1,2023-04-21,2023-02-28,P,3320000,5.8,6,1,780,0.277836,-0.03483,0.000187,114.1768,-109.2229,150472393,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3325000,1,2023-04-21,2023-02-28,P,3325000,5.9,6.1,1,12978,0.276802,-0.035463,0.00019,115.8745,-110.4044,146016261,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3330000,1,2023-04-21,2023-02-28,P,3330000,6,6.2,11,9079,0.275752,-0.0361,0.000194,117.577,-111.5709,150472394,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3340000,1,2023-04-21,2023-02-27,P,3340000,6.2,6.4,0,237,0.273606,-0.037388,0.000201,120.9977,-113.8591,150472395,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3350000,1,2023-04-21,2023-02-28,P,3350000,6.4,6.7,223,3200,0.271802,-0.038903,0.000209,124.9806,-116.7654,146016262,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3360000,1,2023-04-21,2023-02-28,P,3360000,6.7,6.9,12,2287,0.269917,-0.040438,0.000217,128.9757,-119.5926,150472396,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3370000,1,2023-04-21,2023-02-27,P,3370000,6.9,7.1,0,370,0.26758,-0.04179,0.000225,132.4605,-121.6851,150472397,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3375000,1,2023-04-21,2023-02-28,P,3375000,7,7.3,5,2776,0.266763,-0.042679,0.000229,134.7368,-123.3615,146016263,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3380000,1,2023-04-21,2023-02-28,P,3380000,7.2,7.4,113,763,0.265923,-0.043574,0.000234,137.014,-125.0131,150472398,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3390000,1,2023-04-21,2023-02-28,P,3390000,7.4,7.7,3,1987,0.263821,-0.045178,0.000243,141.0629,-127.6077,150472399,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3400000,1,2023-04-21,2023-02-28,P,3400000,7.7,8,681,12000,0.261995,-0.04701,0.000252,145.6394,-130.7516,146016264,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3410000,1,2023-04-21,2023-02-28,P,3410000,8,8.3,25,1047,0.260086,-0.048868,0.000262,150.2285,-133.7995,150472400,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3420000,1,2023-04-21,2023-02-28,P,3420000,8.3,8.6,118,315,0.258098,-0.050754,0.000272,154.8339,-136.7523,150472401,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3425000,1,2023-04-21,2023-02-28,P,3425000,8.5,8.8,263,5379,0.257392,-0.051908,0.000278,157.6276,-138.7922,146016265,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3430000,1,2023-04-21,2023-02-28,P,3430000,8.7,8.9,5,1453,0.256346,-0.052869,0.000283,159.9394,-140.2047,150472402,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3440000,1,2023-04-21,2023-02-28,P,3440000,9,9.3,2,1680,0.254503,-0.055013,0.000294,165.0528,-143.543,150472403,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3450000,1,2023-04-21,2023-02-28,P,3450000,9.4,9.7,2841,8622,0.252866,-0.057386,0.000306,170.6412,-147.3405,146016266,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3460000,1,2023-04-21,2023-02-27,P,3460000,9.8,10.1,0,852,0.251128,-0.059791,0.000319,176.2293,-151.0051,150472404,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3470000,1,2023-04-21,2023-02-28,P,3470000,10.2,10.5,30,1230,0.249295,-0.06223,0.000331,181.8224,-154.5382,150472405,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3475000,1,2023-04-21,2023-02-28,P,3475000,10.4,10.7,2,3204,0.248344,-0.063463,0.000338,184.6223,-156.2559,146016267,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3480000,1,2023-04-21,2023-02-28,P,3480000,10.7,10.9,5,494,0.247637,-0.064899,0.000344,187.8605,-158.4809,150472406,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3490000,1,2023-04-21,2023-02-28,P,3490000,11.1,11.4,6,3085,0.245875,-0.067604,0.000358,193.8961,-162.2738,150472407,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3495000,1,2023-04-21,2023-02-28,P,3495000,11.4,11.7,1,0,0.245337,-0.069258,0.000366,197.5446,-164.8991,152903376,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3500000,1,2023-04-21,2023-02-28,P,3500000,11.7,11.9,1490,25137,0.244514,-0.070729,0.000373,200.7655,-166.954,146016268,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3505000,1,2023-04-21,2023-02-28,P,3505000,11.9,12.2,1168,0,0.243664,-0.072211,0.00038,203.9842,-168.967,152903377,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3510000,1,2023-04-21,2023-02-28,P,3510000,12.2,12.5,5,8717,0.243028,-0.073891,0.000388,207.6055,-171.4446,150472408,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3515000,1,2023-04-21,2023-02-24,P,3515000,12.4,12.7,0,1,0.241884,-0.075205,0.000395,210.4181,-172.8685,152859117,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3520000,1,2023-04-21,2023-02-28,P,3520000,12.7,13,18,1470,0.24119,-0.076906,0.000403,214.03,-175.2532,150472409,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3525000,1,2023-04-21,2023-02-28,P,3525000,13,13.3,12,5256,0.240465,-0.078617,0.000411,217.6328,-177.5863,146016269,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3530000,1,2023-04-21,2023-02-28,P,3530000,13.3,13.6,2,10089,0.239708,-0.080338,0.000419,221.2278,-179.868,150472410,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3535000,1,2023-04-21,2023-02-24,P,3535000,13.6,13.9,0,27,0.238921,-0.08207,0.000427,224.816,-182.0988,152821169,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3540000,1,2023-04-21,2023-02-28,P,3540000,13.9,14.2,20,3786,0.238104,-0.083813,0.000436,228.3984,-184.2791,150472411,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3545000,1,2023-04-21,2023-02-27,P,3545000,14.3,14.5,0,107,0.237474,-0.08575,0.000444,232.344,-186.8773,152821170,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3550000,1,2023-04-21,2023-02-28,P,3550000,14.6,14.9,128,17598,0.236809,-0.087697,0.000453,236.275,-189.4147,146016270,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3555000,1,2023-04-21,2023-02-27,P,3555000,14.9,15.2,0,3,0.235902,-0.089477,0.000462,239.8362,-191.4346,152821171,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3560000,1,2023-04-21,2023-02-28,P,3560000,15.3,15.6,1,5745,0.235378,-0.091626,0.000471,244.0989,-194.3091,150472412,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3565000,1,2023-04-21,,P,3565000,15.6,15.9,0,0,0.234412,-0.093432,0.00048,247.6481,-196.2204,152821172,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3570000,1,2023-04-21,2023-02-28,P,3570000,16,16.3,1,530,0.233819,-0.095605,0.000489,251.8797,-198.9656,150472413,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3575000,1,2023-04-21,2023-02-28,P,3575000,16.4,16.7,94,3034,0.233188,-0.097789,0.000499,256.0916,-201.6414,146016271,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230421P3580000,1,2023-04-21,2023-02-24,P,3580000,16.8,17.1,0,408,0.232522,-0.099985,0.000508,260.2854,-204.2482,150472414,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
